Variable,Employment,Professional - Type of Employment,Measured_Unit,Country,Year,Value,Flag Codes,Flags
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,45 - Italy,2016,0.96,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,45 - Italy,2017,0.95,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,45 - Italy,2018,0.99,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,45 - Italy,2019,0.98,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,45 - Italy,2020,1.03,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,45 - Italy,2021,0.97,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,45 - Italy,2022,1.04,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",45 - Italy,2010,1.12,B,Break
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",45 - Italy,2011,1.1,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",45 - Italy,2012,1.12,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",45 - Italy,2013,1.14,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",45 - Italy,2014,1.14,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",45 - Italy,2015,1.02,B,Break
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",45 - Italy,2016,1.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",45 - Italy,2017,0.97,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",45 - Italy,2018,1.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",45 - Italy,2019,0.97,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",45 - Italy,2020,1.05,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",45 - Italy,2021,0.97,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",45 - Italy,2022,1.01,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",45 - Italy,2010,37339.3,B,Break
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",45 - Italy,2011,37377.49,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",45 - Italy,2012,36942.47,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",45 - Italy,2013,37374.98,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",45 - Italy,2014,37112.74,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",45 - Italy,2015,33665.07,B,Break
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",45 - Italy,2016,35476.99,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",45 - Italy,2017,35869.65,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",45 - Italy,2018,38443.63,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",45 - Italy,2019,39772.72,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",45 - Italy,2020,39726.32,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",45 - Italy,2021,39673.58,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",45 - Italy,2022,45882.1,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",45 - Italy,2010,40523.18,B,Break
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",45 - Italy,2011,42636.98,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",45 - Italy,2012,39354.37,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",45 - Italy,2013,40681.59,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",45 - Italy,2014,40693.32,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",45 - Italy,2015,30948.77,B,Break
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",45 - Italy,2016,30875.97,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",45 - Italy,2017,31511.31,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",45 - Italy,2018,34607.86,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",45 - Italy,2019,32645.01,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",45 - Italy,2020,33378.41,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",45 - Italy,2021,34563.23,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",45 - Italy,2022,34523.14,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",48 - Japan,2010,4559478.85,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",48 - Japan,2012,4519039.38,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",48 - Japan,2014,4581739.39,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",48 - Japan,2016,4643253.65,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",48 - Japan,2018,4648764.46,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",48 - Japan,2020,4779928.68,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",48 - Japan,2010,4605864.47,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",48 - Japan,2012,4675634.8,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",48 - Japan,2014,4678473.61,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",48 - Japan,2016,4623836.13,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",48 - Japan,2018,4632779.33,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",48 - Japan,2020,4689169.43,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,48 - Japan,2010,1.09,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,48 - Japan,2012,1.09,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,48 - Japan,2014,1.1,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,48 - Japan,2016,1.11,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,48 - Japan,2018,1.08,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,48 - Japan,2020,1.09,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",48 - Japan,2010,1.15,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",48 - Japan,2012,1.15,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",48 - Japan,2014,1.12,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",48 - Japan,2016,1.08,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",48 - Japan,2018,1.06,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",48 - Japan,2020,1.12,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",48 - Japan,2010,37671.76,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",48 - Japan,2012,40110.6,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",48 - Japan,2014,41964.37,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",48 - Japan,2016,40401.07,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",48 - Japan,2018,40664.93,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",48 - Japan,2020,40922.14,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",48 - Japan,2010,51942.19,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",48 - Japan,2012,56636.34,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",48 - Japan,2014,43246.49,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",48 - Japan,2016,42679.75,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",48 - Japan,2018,42099.53,E,Estimated value
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",48 - Japan,2020,44766.54,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",41 - South Korea,2010,36424818.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",41 - South Korea,2011,38148767.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",41 - South Korea,2012,39367483.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",41 - South Korea,2013,40807340.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",41 - South Korea,2014,41745402.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",41 - South Korea,2015,42949771.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",41 - South Korea,2016,44592644.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",41 - South Korea,2017,46208319.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",41 - South Korea,2018,48013672.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",41 - South Korea,2019,49807005.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",41 - South Korea,2020,51102094.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",41 - South Korea,2010,39289173.59,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",41 - South Korea,2011,40627895.4,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",41 - South Korea,2012,41407468.3,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",41 - South Korea,2013,42489166.59,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",41 - South Korea,2014,43075241.98,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",41 - South Korea,2015,42949771.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",41 - South Korea,2016,43724263.08,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",41 - South Korea,2017,44323266.01,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",41 - South Korea,2018,45833617.09,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",41 - South Korea,2019,47947963.68,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",41 - South Korea,2020,48437277.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,41 - South Korea,2010,1.18,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,41 - South Korea,2011,1.18,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,41 - South Korea,2012,1.21,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,41 - South Korea,2013,1.21,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,41 - South Korea,2014,1.23,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,41 - South Korea,2015,1.22,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,41 - South Korea,2016,1.22,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,41 - South Korea,2017,1.21,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,41 - South Korea,2018,1.2,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,41 - South Korea,2019,1.2,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,41 - South Korea,2020,1.19,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",41 - South Korea,2010,1.36,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",41 - South Korea,2011,1.37,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",41 - South Korea,2012,1.37,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",41 - South Korea,2013,1.37,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",41 - South Korea,2014,1.36,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",41 - South Korea,2015,1.32,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",41 - South Korea,2016,1.31,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",41 - South Korea,2017,1.29,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",41 - South Korea,2018,1.3,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",41 - South Korea,2019,1.34,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",41 - South Korea,2020,1.36,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",41 - South Korea,2010,40098.45,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",41 - South Korea,2011,41828.81,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",41 - South Korea,2012,43027.7,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",41 - South Korea,2013,41796.62,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",41 - South Korea,2014,41965.36,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",41 - South Korea,2015,44754.25,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",41 - South Korea,2016,46108.94,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",41 - South Korea,2017,46577.47,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",41 - South Korea,2018,48975.54,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",41 - South Korea,2019,50059.09,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",41 - South Korea,2020,52033.37,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",41 - South Korea,2010,31496.82,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",41 - South Korea,2011,34423.05,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",41 - South Korea,2012,34937.21,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",41 - South Korea,2013,37267.57,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",41 - South Korea,2014,39650.28,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",41 - South Korea,2015,37976.64,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",41 - South Korea,2016,38416.52,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",41 - South Korea,2017,40856.13,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",41 - South Korea,2018,43642.31,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",41 - South Korea,2019,42739.68,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",41 - South Korea,2020,43297.11,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",96 - Mexico,2010,208501.96,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",96 - Mexico,2011,223472.63,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",96 - Mexico,2012,234936.27,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",96 - Mexico,2013,245462.77,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",96 - Mexico,2014,255945.42,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",96 - Mexico,2015,266622.97,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",96 - Mexico,2016,277319.65,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",96 - Mexico,2017,288348.02,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",96 - Mexico,2018,300054.28,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",96 - Mexico,2019,315949.21,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",96 - Mexico,2020,329667.38,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",96 - Mexico,2021,339501.09,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",96 - Mexico,2010,250426.66,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",96 - Mexico,2011,253590.6,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",96 - Mexico,2012,256183.0,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",96 - Mexico,2013,263628.67,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",96 - Mexico,2014,263201.69,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",96 - Mexico,2015,266622.97,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",96 - Mexico,2016,262600.18,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",96 - Mexico,2017,255867.55,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",96 - Mexico,2018,253705.85,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",96 - Mexico,2019,256565.28,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",96 - Mexico,2020,256995.36,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",96 - Mexico,2021,251665.1,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,96 - Mexico,2010,1.73,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,96 - Mexico,2011,1.75,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,96 - Mexico,2012,1.78,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,96 - Mexico,2013,1.79,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,96 - Mexico,2014,1.78,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,96 - Mexico,2015,1.79,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,96 - Mexico,2016,1.8,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,96 - Mexico,2017,1.78,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,96 - Mexico,2018,1.75,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,96 - Mexico,2019,1.76,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,96 - Mexico,2020,1.82,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,96 - Mexico,2021,1.75,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",96 - Mexico,2010,1.77,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",96 - Mexico,2011,1.76,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",96 - Mexico,2012,1.74,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",96 - Mexico,2013,1.79,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",96 - Mexico,2014,1.76,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",96 - Mexico,2015,1.74,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",96 - Mexico,2016,1.69,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",96 - Mexico,2017,1.63,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",96 - Mexico,2018,1.6,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",96 - Mexico,2019,1.64,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",96 - Mexico,2020,1.8,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",96 - Mexico,2021,1.7,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",96 - Mexico,2010,23897.01,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",96 - Mexico,2011,24996.35,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",96 - Mexico,2012,25471.57,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",96 - Mexico,2013,26736.27,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",96 - Mexico,2014,27363.23,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",96 - Mexico,2015,28263.15,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",96 - Mexico,2016,29315.18,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",96 - Mexico,2017,28449.64,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",96 - Mexico,2018,28986.58,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",96 - Mexico,2019,28938.25,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",96 - Mexico,2020,28643.29,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",96 - Mexico,2021,28665.38,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",96 - Mexico,2010,16500.62,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",96 - Mexico,2011,17988.15,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",96 - Mexico,2012,17839.48,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",96 - Mexico,2013,19218.83,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",96 - Mexico,2014,19254.95,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",96 - Mexico,2015,16823.48,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",96 - Mexico,2016,14858.49,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",96 - Mexico,2017,15235.13,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",96 - Mexico,2018,15591.82,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",96 - Mexico,2019,16401.33,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",96 - Mexico,2020,15343.64,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",96 - Mexico,2021,16746.95,,None
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",20 - Netherlands,2010,48027.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",20 - Netherlands,2011,49300.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",20 - Netherlands,2012,51213.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",20 - Netherlands,2013,52436.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",20 - Netherlands,2014,52202.0,D,Difference in methodology
