VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",LUX,Luxembourg,2022,2022,1.43,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2010,2010,0.88,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2011,2011,0.89,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2012,2012,0.9,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2013,2013,0.89,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2014,2014,0.89,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2015,2015,0.87,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2016,2016,0.86,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2017,2017,0.96,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2018,2018,0.98,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2019,2019,0.97,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2020,2020,0.97,B,Break
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2021,2021,0.95,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2022,2022,0.9,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2010,2010,75546.62,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2011,2011,78430.73,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2012,2012,80513.18,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2013,2013,83777.77,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2014,2014,85252.41,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2015,2015,85002.96,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2016,2016,86420.47,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2017,2017,97144.93,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2018,2018,103001.12,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2019,2019,102028.93,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2020,2020,100681.76,B,Break
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2021,2021,108035.98,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2022,2022,111135.09,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2010,2010,97919.79,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2011,2011,105803.98,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2012,2012,100808.07,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2013,2013,107340.3,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2014,2014,110218.19,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2015,2015,92144.26,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2016,2016,92176.86,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2017,2017,106010.5,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2018,2018,113934.58,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2019,2019,108787.38,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2020,2020,114392.56,B,Break
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2021,2021,127568.84,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2022,2022,114241.55,,
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2010,2010,208501.96,,
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2011,2011,223472.63,,
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2012,2012,234936.27,,
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2013,2013,245462.77,,
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2014,2014,255945.42,,
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2015,2015,266622.97,,
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2016,2016,277319.65,,
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2017,2017,288348.02,,
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2018,2018,300054.28,,
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2019,2019,315949.21,,
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2020,2020,329667.38,,
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2021,2021,339501.09,,
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2010,2010,250426.66,,
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2011,2011,253590.6,,
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2012,2012,256183,,
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2013,2013,263628.67,,
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2014,2014,263201.69,,
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2015,2015,266622.97,,
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2016,2016,262600.18,,
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2017,2017,255867.55,,
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2018,2018,253705.85,,
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2019,2019,256565.28,,
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2020,2020,256995.36,,
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2021,2021,251665.1,,
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2010,2010,1.73,,
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2011,2011,1.75,,
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2012,2012,1.78,,
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2013,2013,1.79,,
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2014,2014,1.78,,
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2015,2015,1.79,,
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2016,2016,1.8,,
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2017,2017,1.78,,
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2018,2018,1.75,,
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2019,2019,1.76,,
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2020,2020,1.82,,
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2021,2021,1.75,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2010,2010,1.77,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2011,2011,1.76,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2012,2012,1.74,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2013,2013,1.79,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2014,2014,1.76,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2015,2015,1.74,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2016,2016,1.69,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2017,2017,1.63,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2018,2018,1.6,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2019,2019,1.64,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2020,2020,1.8,,
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2021,2021,1.7,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2010,2010,23897.01,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2011,2011,24996.35,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2012,2012,25471.57,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2013,2013,26736.27,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2014,2014,27363.23,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2015,2015,28263.15,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2016,2016,29315.18,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2017,2017,28449.64,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2018,2018,28986.58,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2019,2019,28938.25,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2020,2020,28643.29,,
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2021,2021,28665.38,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2010,2010,16500.62,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2011,2011,17988.15,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2012,2012,17839.48,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2013,2013,19218.83,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2014,2014,19254.95,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2015,2015,16823.48,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2016,2016,14858.49,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2017,2017,15235.13,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2018,2018,15591.82,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2019,2019,16401.33,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2020,2020,15343.64,,
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2021,2021,16746.95,,
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NLD,Netherlands,2010,2010,48027,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NLD,Netherlands,2011,2011,49300,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NLD,Netherlands,2012,2012,51213,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NLD,Netherlands,2013,2013,52436,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NLD,Netherlands,2014,2014,52202,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NLD,Netherlands,2015,2015,53284,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NLD,Netherlands,2016,2016,54382,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NLD,Netherlands,2017,2017,54896,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NLD,Netherlands,2018,2018,55793.2,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NLD,Netherlands,2019,2019,56375.96,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NLD,Netherlands,2020,2020,60048.49,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NLD,Netherlands,2021,2021,60920.51,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",NLD,Netherlands,2010,2010,49948.9,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",NLD,Netherlands,2011,2011,51173.74,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",NLD,Netherlands,2012,2012,52401.66,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",NLD,Netherlands,2013,2013,52974.97,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",NLD,Netherlands,2014,2014,52605.38,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",NLD,Netherlands,2015,2015,53284,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",NLD,Netherlands,2016,2016,54135.86,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",NLD,Netherlands,2017,2017,53967.17,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",NLD,Netherlands,2018,2018,53544.26,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",NLD,Netherlands,2019,2019,52511.02,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",NLD,Netherlands,2020,2020,54873.5,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",NLD,Netherlands,2021,2021,54355.64,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",NLD,Netherlands,2010,2010,1.13,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",NLD,Netherlands,2011,2011,1.14,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",NLD,Netherlands,2012,2012,1.16,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",NLD,Netherlands,2013,2013,1.16,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",NLD,Netherlands,2014,2014,1.15,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",NLD,Netherlands,2015,2015,1.16,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",NLD,Netherlands,2016,2016,1.17,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",NLD,Netherlands,2017,2017,1.18,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",NLD,Netherlands,2018,2018,1.18,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",NLD,Netherlands,2019,2019,1.17,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",NLD,Netherlands,2020,2020,1.2,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALAWMT,"Salaried, income per average wage",NLD,Netherlands,2021,2021,1.19,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",NLD,Netherlands,2010,2010,1.25,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",NLD,Netherlands,2011,2011,1.27,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",NLD,Netherlands,2012,2012,1.31,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",NLD,Netherlands,2013,2013,1.33,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",NLD,Netherlands,2014,2014,1.31,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",NLD,Netherlands,2015,2015,1.31,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",NLD,Netherlands,2016,2016,1.31,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",NLD,Netherlands,2017,2017,1.27,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",NLD,Netherlands,2018,2018,1.24,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",NLD,Netherlands,2019,2019,1.2,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",NLD,Netherlands,2020,2020,1.31,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALGDMT,"Salaried, income, /capita GDP",NLD,Netherlands,2021,2021,1.25,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",NLD,Netherlands,2010,2010,54514,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",NLD,Netherlands,2011,2011,56103.38,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",NLD,Netherlands,2012,2012,58017.99,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",NLD,Netherlands,2013,2013,60079.77,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",NLD,Netherlands,2014,2014,59207.29,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",NLD,Netherlands,2015,2015,59975.8,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",NLD,Netherlands,2016,2016,62295.31,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",NLD,Netherlands,2017,2017,63760.2,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",NLD,Netherlands,2018,2018,66116.18,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",NLD,Netherlands,2019,2019,66742.31,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",NLD,Netherlands,2020,2020,71391.11,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",NLD,Netherlands,2021,2021,71688.81,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",NLD,Netherlands,2010,2010,63670.19,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",NLD,Netherlands,2011,2011,68623.38,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",NLD,Netherlands,2012,2012,65797.89,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",NLD,Netherlands,2013,2013,69641.21,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",NLD,Netherlands,2014,2014,69350.42,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",NLD,Netherlands,2015,2015,59119.31,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",NLD,Netherlands,2016,2016,60195.63,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",NLD,Netherlands,2017,2017,62014.94,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",NLD,Netherlands,2018,2018,65889.2,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",NLD,Netherlands,2019,2019,63111.47,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",NLD,Netherlands,2020,2020,68587.19,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALXRMT,"Salaried, income, US$ exchange rate",NLD,Netherlands,2021,2021,72053.15,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NZL,New Zealand,2010,2010,72385,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NZL,New Zealand,2011,2011,72876,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NZL,New Zealand,2012,2012,74362,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NZL,New Zealand,2013,2013,75544,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NZL,New Zealand,2014,2014,78387,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NZL,New Zealand,2015,2015,77363,B; D,Break; Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NZL,New Zealand,2016,2016,77805,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NZL,New Zealand,2017,2017,79262,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NZL,New Zealand,2018,2018,81564,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NZL,New Zealand,2019,2019,87218,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NZL,New Zealand,2020,2020,87934,D,Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NZL,New Zealand,2021,2021,91070,E; D,Estimated value; Difference in methodology
RVNURINF,Remuneration of hospital nurses,YSALARMT,"Salaried, annual income, NCU",NZL,New Zealand,2022,2022,106075,B; D,Break; Difference in methodology
